Name,Type,Description,Product,Activity
SUV_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,"Passenger car, EURO-6ab","Passenger car, compressed gas, Large SUV, EURO-6ab"
SUV_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Large SUV, EURO-6ab"
SUV_BIOETOH_E10,Operation,10% BioEthanol-Powered Sport Utility Vehicle,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Large SUV, EURO-6ab"
SUV_BIOETOH_E10,Construction,10% BioEthanol-Powered Sport Utility Vehicle,"Passenger car, EURO-6ab","Passenger car, diesel, Large SUV, EURO-6ab"
SUV_BIOETOH_E85,Operation,85% BioEthanol-Powered Sport Utility Vehicle,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Large SUV, EURO-6ab"
SUV_BIOETOH_E85,Construction,85% BioEthanol-Powered Sport Utility Vehicle,"Passenger car, EURO-6ab","Passenger car, diesel, Large SUV, EURO-6ab"
TRAIN_BIODIESEL,Operation,BioDiesel-Powered Train,"transport, passenger train","transport, passenger train"
TRAIN_BIODIESEL,Construction,BioDiesel-Powered Train,"train, passenger, long-distance","train production, passenger, long-distance"
TRAIN_FREIGHT_BIODIESEL,Operation,Biodiesel-Powered Freight Train,"transport, freight train","transport, freight train, diesel"
TRAIN_FREIGHT_BIODIESEL_LOC,Construction,Biodiesel-Powered Freight Train (locomotive),locomotive,locomotive production
TRAIN_FREIGHT_BIODIESEL_WAG,Construction,Biodiesel-Powered Freight Train (wagon),goods wagon,goods wagon production
TRAIN_FREIGHT_SNG,Operation,Natural Synthetic Gas-Powered Freight Train,"transport, freight train","transport, freight train, diesel"
TRAIN_FREIGHT_SNG_LOC,Construction,Natural Synthetic Gas-Powered Freight Train (locomotive),locomotive,locomotive production
TRAIN_FREIGHT_SNG_WAG,Construction,Natural Synthetic Gas-Powered Freight Train (wagon),goods wagon,goods wagon production
TRAIN_SNG,Operation,Synthetic Natural Gas-Powered Train,"transport, passenger train","transport, passenger train"
TRAIN_SNG,Construction,Synthetic Natural Gas-Powered Train,"train, passenger, long-distance","train production, passenger, long-distance"
TRUCK_LH_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Long Distance Truck,"Medium duty truck, EURO-VI","Medium duty truck, compressed gas, 18t gross weight, EURO-VI, long haul"
TRUCK_LH_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Long Distance Truck,"transport, freight, lorry, EURO-VI","transport, freight, lorry, compressed gas, 18t gross weight, EURO-VI, long haul"
TRUCK_SH_CSNG,Construction,Compressed Synthetic Natural Gas-Powered Short Distance Truck,truck,"truck, compressed gas, 18t, regional delivery"
TRUCK_SH_CSNG,Operation,Compressed Synthetic Natural Gas-Powered Short Distance Truck,"transport, truck","transport, truck, compressed gas, 18t, regional delivery"
BIO_ETHANOL,Resource,Bio-ethanol,"ethanol, from corn","ethanol production, via fermentation, from corn, economic allocation"
EHP_H2_GRID,Construction,Hydrogen Grid at Extra High Pressure,"pipeline, for hydrogen transmission","pipeline, hydrogen, high pressure transmission network"
EHP_NG_GRID,Construction,Natural Gas Grid at Extra High Pressure,"pipeline, natural gas, high pressure distribution network","pipeline construction, natural gas, high pressure distribution network"
HP_H2_GRID,Construction,Hydrogen Grid at High Pressure,"pipeline, for hydrogen transmission","pipeline, hydrogen, high pressure transmission network"
HP_NG_GRID,Construction,Natural Gas Grid at High Pressure,"pipeline, natural gas, high pressure distribution network","pipeline construction, natural gas, high pressure distribution network"
LP_H2_GRID,Construction,Hydrogen Grid at Low Pressure,"pipeline, for hydrogen distribution","pipeline, hydrogen, low pressure distribution network"
LP_NG_GRID,Construction,Natural Gas Grid at Low Pressure,"pipeline, natural gas, low pressure distribution network","pipeline construction, natural gas, low pressure distribution network"
MP_H2_GRID,Construction,Hydrogen Grid at Medium Pressure,"pipeline, for hydrogen distribution","pipeline, hydrogen, low pressure distribution network"
MP_NG_GRID,Construction,Natural Gas Grid at Medium Pressure,"pipeline, natural gas, low pressure distribution network","pipeline construction, natural gas, low pressure distribution network"
